id,name,faction_id,source_id,legend,role,loadout,transport,virtual,leader_head,leader_footer,damaged_w,damaged_description,link
402,Commander In Coldstar Battlesuit,TAU,28,"Capable of soaring at high speed over the battlefield, or even operating in the cold void of space, the XV86 Battlesuit is an exceptionally advanced weapon of war. It is favoured by those Commanders who seek to be everywhere at once, striking and fading wherever they are needed most.",Characters,<b>This model is equipped with:</b> high-output burst cannon; battlesuit fists.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Commander-In-Coldstar-Battlesuit
403,Tactical Drones,TAU,256,"Armoured units controlled by artificial intelligence and borne on gravitic repulsors, Tactical Drones provide support to T’au forces in the field. Capable of unleashing withering fusillades of pulse carbine fire, Commanders readily send these faithful units on seek-and-destroy missions to overwhelm enemy scouts or even light vehicles.",Other,<b>Every model is equipped with:</b> twin pulse carbine; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Tactical-Drones
404,Ethereal,TAU,28,"The Ethereals are serene and wise, spiritual leaders of the T’au who embody the wisdom and unity of the Greater Good. In times of war they take to the field in person, fighting with ritual weapons, skimming above the battle aboard hover drones and invoking the fundamental might of the T’au castes.",Characters,<b>This model is equipped with:</b> honour stave.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Ethereal
405,Cadre Fireblade,TAU,28,"Specialists in infantry-based battlefield tactics, Cadre Fireblades eschew the honour of a battlesuit in order to fight selflessly amongst the Fire Caste’s rank and file. Their veteran wisdom is of great benefit to the warriors alongside whom they fight, optimising the ferocity and accuracy of their firepower.",Characters,<b>This model is equipped with:</b> Fireblade pulse rifle; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Cadre-Fireblade
406,Commander Farsight,TAU,28,"Aggressive and rebellious, Commander O’Shova is the master of the Mont’ka, the Killing Blow. Piloting his crimson battlesuit he carves a bloody path into the enemy, leading his separatist Fire Caste forces and wielding the enigmatic Dawn Blade with such strength and skill that no foe can stand against him.",Characters,<b>This model is equipped with:</b> high-intensity plasma rifle; Dawn Blade.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Commander-Farsight
407,Commander Shadowsun,TAU,28,"Accompanied by advanced shield and command drones, Commander O’Shaserra surges dynamically into battle. She is the master of the Kauyon, laying cunning ambushes for her enemies then striking with merciless fury. O’Shaserra spearheads these attacks from the front, and every shot from her fusion blasters heralds another fallen foe.",Characters,<b>This model is equipped with:</b> flechette launcher; 2 high-energy fusion blasters; light missile pod; pulse pistol; battlesuit fists; advanced guardian drone; command-link drone.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Commander-Shadowsun
408,Aun’shi,TAU,256,"Aun’Shi is a hero to his people, a humble warrior whose presence inspires the T’au of the Fire Caste as surely as a blazing beacon. Marrying the uplifting nature of his caste with exceptional martial skill, Aun’Shi leads the way to victory with his honour blade flashing and slicing.",Characters,<b>This model is equipped with:</b> Fidelity.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Aun-shi
409,Aun’va,TAU,256,"No greater or more inspirational figurehead is there to the T’au than Aun’Va, the Ethereal Supreme. Under his stony regard the Hunter Cadres strive to achieve excellence beyond imagining, fighting as though some living embodiment of the T’au’Va itself moved amongst them and demanded all that they could give.",Characters,<b>Aun’Va is equipped with:</b> close combat weapon.<br><br><b>Each Ethereal Guard is equipped with:</b> supreme honour blade.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Aun-va
410,Darkstrider,TAU,28,"As much a maverick as he is a master of covert operations, Sub-commander El’Myamoto is a formidable leader of stealth and sabotage missions. His structural analyser allows him to pinpoint the weak spots of even the most indomitable enemies. Meanwhile, his expertise in guerrilla warfare renders his forces all the more deadly.",Characters,<b>This model is equipped with:</b> Shade; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Darkstrider
411,Strike Team,TAU,28,"Fire Warrior Strike Teams are the mainstay of many Hunter Cadres, unleashing storms of potent anti-personnel firepower that few foes can long endure. Tough, dependable, numerous and with access to a variety of specialised weaponry and drone support, these Fire Warriors will hold the line no matter what odds they face.",Battleline,<b>Every model is equipped with:</b> pulse pistol; pulse rifle; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Strike-Team
412,Breacher Team,TAU,28,"Where enemies must be driven from fortified positions or void ships boarded, there go the Fire Warriors of the Breacher Teams. Their pulse blasters are short ranged but lethal, and when coupled with the team’s tough armour, tactical discipline and specialist support drones, Breacher Teams become lethal at close quarters.",Battleline,<b>Every model is equipped with:</b> pulse blaster; pulse pistol; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Breacher-Team
413,Kroot Carnivores,TAU,28,"Swift and vicious, Kroot Carnivore squads employ fieldcraft and predatory instinct to close rapidly with their foes. What they lack in resilience, they more than make up for in close-ranged savagery, hammering enemies with volleys from their rifles before charging in to rip and tear their victims to gory ribbons.",Other,<b>The 1 Long-quill is equipped with:</b> Kroot pistol; Kroot rifle; close combat weapon.<br><br><b>Every Kroot Carnivore is equipped with:</b> Kroot rifle; close combat weapon.<br>,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Kroot-Carnivores
414,Krootox Riders,TAU,28,"Krootox make excellent living gun platforms, lumbering into battle with cannons strapped to their backs, their Kroot gunners swaying atop their steeds in primitive harnesses. Though not in themselves aggressive, Krootox view the Kroot Carnivores they fight alongside as packmates, and will employ their great strength to defend their kin.",Other,<b>Every model is equipped with:</b> repeater cannon; close combat weapon; Krootox fists.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Krootox-Riders
415,Kroot Hounds,TAU,28,"Set loose in hunting packs by squads of Kroot Carnivores, these predatory beasts lope swiftly across the battlefield in search of prey. Driven into a carnivorous frenzy by the scent of blood, the Kroot Hounds pounce upon their victims with frightening swiftness, ripping and tearing with beak-like maws and vicious talons.",Other,<b>Every model is equipped with:</b> ripping fangs.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Kroot-Hounds
417,Stealth Battlesuits,TAU,28,"A comparatively lightweight and specialist mark of battlesuit, the XV25 conceals its pilot behind fields of sensor-baffling stealth technology. Benefiting from jet-assisted speed and impressive firepower, these teams make excellent forward operatives who can deploy homing beacons to guide entire insertion forces into battle from low orbit.",Other,<b>The Stealth Shas’vre model is equipped with:</b> burst cannon; battlesuit fists; homing beacon. <br><br><b>Every Stealth Shas’ui model is equipped with:</b> burst cannon; battlesuit fists.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Stealth-Battlesuits
418,Crisis Battlesuits,TAU,256,"Wherever the battle rages most fiercely, there the Crisis Battlesuits strike. Piloted by courageous Fire Caste veterans, these suits are as tough and well-armed as many races’ light tanks, yet they also boast jet-assisted speed that allows them to cross the battlefield in bounding leaps or drop in from Manta Gunships.",Other,<b>Every model is equipped with:</b> burst cannon; battlesuit fists.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Crisis-Battlesuits
420,Ghostkeel Battlesuit,TAU,28,"Nothing so huge should be able to slip unnoticed across the battlefield, yet between its stealth field and its electronic warfare suite the Ghostkeel Battlesuit does just that. Once in position its pilot unleashes ferocious volleys of firepower, ambushing, overwhelming and scattering the terrified foe in a matter of moments.",Other,<b>This model is equipped with:</b> fusion collider; twin T’au flamer; Ghostkeel fists.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Ghostkeel-Battlesuit
421,Riptide Battlesuit,TAU,28,"The Riptide combines the armoured resilience and overwhelming firepower of a heavy battle tank with the agility of a swift and skilful warrior. Powered by a thrumming nova reactor, the battlesuit can overcharge its systems at need, while its massed firepower can eradicate entire formations of enemy warriors or armoured vehicles.",Other,<b>This model is equipped with:</b> heavy burst cannon; twin plasma rifle; Riptide fists.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Riptide-Battlesuit
422,Pathfinder Team,TAU,28,"Pathfinder Teams wreak havoc behind enemy lines. Their firepower is formidable, especially when sniping with potent rail rifles, and their drones can optimise the team’s pulse fire or drive the enemy back with gravitic waves. Yet their deadliest ability is painting priority targets with massed markerlights for heavier T’au units to annihilate.",Other,<b>Every model is equipped with:</b> pulse carbine; pulse pistol; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Pathfinder-Team
423,Piranhas,TAU,28,"Streaking ahead of the main T’au forces, squadrons of these light combat skimmers rake targets of opportunity with salvoes of heavy firepower. They can further detach entire squadrons of drones to sow mayhem behind enemy lines before they redock, increasing the havoc the Piranhas can cause or covering their swift retreat.",Other,<b>Every model is equipped with:</b> Piranha burst cannon; 2 twin pulse carbines; armoured hull.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Piranhas
424,Devilfish,TAU,28,"The ubiquitous armoured transport of the Fire Caste, the Devilfish is an iconic symbol of T’au military expansion. Tough and surprisingly agile, it bears Fire Warriors safely into battle with impressive speed. Once there, its burst cannons and detachable drones or missile systems provide its passengers with additional fire support.",Dedicated Transports,<b>This model is equipped with:</b> accelerator burst cannon; 2 twin pulse carbines; armoured hull.,"This model has a transport capacity of 12 <span class=""tooltip00380"" data-tooltip-content=""#tooltip_content00380"" data-tooltip-anchor=""#tooltip_content00380""><span class=""kwb"">T’AU</span> <span class=""kwb"">EMPIRE</span> <span class=""kwb"">INFANTRY</span></span> models. It cannot transport <span class=""tooltip00381"" data-tooltip-content=""#tooltip_content00381"" data-tooltip-anchor=""#tooltip_content00381""><span class=""kwb"">BATTLESUIT</span></span>, <span class=""tooltip00382"" data-tooltip-content=""#tooltip_content00382"" data-tooltip-anchor=""#tooltip_content00382""><span class=""kwb"">KROOT</span></span> or <a class=""kwbOne"" href=""/wh40k10ed/factions/t-au-empire/Vespid-Stingwings""><span class=""kwb kwbo"">VESPID</span> <span class=""kwb kwbo"">STINGWINGS</span></a> models.",FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Devilfish
425,Razorshark Strike Fighter,TAU,28,"The Razorshark is an air superiority fighter with enough resilience and potent firepower to double as an alarmingly effective ground-attack craft at need. Deployed in large numbers to win control of the skies ahead of major T’au offensives, Razorsharks fill the skies with hails of searing ion blasts and streaking seeker missiles.",Other,<b>This model is equipped with:</b> accelerator burst cannon; quad ion turret; 2 seeker missiles; armoured hull.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/t-au-empire/Razorshark-Strike-Fighter
